id_cliente;edad;ciudad;tipo_cliente;dias_registrado;compras_totales;compras_ultimos_90_dias;gasto_total_90_dias;promedio_compra;dias_desde_ultima_compra;frecuencia_compra_dias;regularidad_compra;porcentaje_descuentos_usados;usa_domicilio;reclamos;calificacion_promedio;abandono
546;46;Quito;Minorista;1326;164;4;136.47;32.9;25;8;2.55;0.61;0;0;3.5;0
547;35;Ambato;Minorista;286;19;2;78.22;33.18;68;13;1.9;0.37;1;1;3.9;1
548;22;Loja;Minorista;916;78;2;57.88;29.46;52;13;1.86;0.51;1;1;3.7;1
549;22;Quito;Minorista;854;65;5;191.21;32.17;13;13;1.61;0.86;1;0;4.8;0
550;50;Manta;Minorista;153;41;14;304.13;20.78;28;4;2.95;0.43;1;1;4.3;0
551;53;Loja;Mayorista;655;68;4;719.01;157.49;39;10;2.67;0.91;1;1;3.4;0
552;64;Manta;Minorista;759;82;12;227.11;16.8;11;9;0.44;0.74;0;0;4.1;0
553;67;Guayaquil;Minorista;1003;66;2;16.78;8.63;58;15;2.9;0.88;1;0;4.3;1
554;30;Loja;Minorista;1017;78;6;218.72;31.13;30;12;2.59;0.34;1;0;4.7;0
555;42;Cuenca;Minorista;822;60;5;94.13;17.83;3;16;1.02;0.13;1;0;5.0;0
556;37;Loja;Mayorista;463;151;9;838.71;108.29;68;3;4.3;0.26;1;0;4.4;0
557;33;Ambato;Minorista;767;54;1;16.67;18.87;86;14;0.85;0.81;1;0;4.2;1
558;63;Cuenca;Minorista;1468;107;1;12.19;10.18;53;14;2.54;0.83;0;0;4.0;0
559;62;Manta;Minorista;1384;129;8;194.99;23.03;22;10;3.33;0.01;1;0;4.7;0
560;34;Loja;Minorista;714;84;5;132.61;27.02;63;9;3.91;0.48;1;0;4.6;0
561;26;Guayaquil;Minorista;490;61;7;124.9;19.41;2;8;2.72;0.26;1;0;5.0;0
562;26;Quito;Minorista;1008;195;1;31.7;30.72;82;5;0.74;0.89;0;0;4.8;0
563;24;Manta;Minorista;925;64;2;24.37;14.75;53;17;3.3;0.69;0;0;5.0;1
564;53;Manta;Minorista;855;68;3;57.11;19.45;39;12;3.37;0.49;1;1;3.8;0
565;66;Ambato;Minorista;329;20;0;0.0;19.23;79;13;4.39;0.37;0;1;4.1;1
566;18;Ambato;Minorista;320;21;0;0.0;8.62;59;14;1.71;0.28;0;2;3.2;1
567;67;Guayaquil;Mayorista;446;32;0;0.0;160.03;85;12;3.11;0.89;1;0;4.9;1
568;64;Loja;Minorista;480;29;4;158.9;34.9;19;13;1.95;0.9;0;0;4.5;0
569;66;Quito;Minorista;1449;98;1;13.19;16.33;33;16;1.0;0.58;0;0;4.4;0
570;67;Quito;Mayorista;593;52;0;0.0;145.97;87;11;2.71;0.96;0;1;4.1;1
571;39;Ambato;Minorista;522;25;5;123.84;21.6;18;15;0.91;0.95;0;0;4.6;0
572;43;Manta;Minorista;926;123;6;225.52;33.12;33;7;2.8;0.82;1;0;4.1;0
573;18;Ambato;Minorista;870;76;8;295.8;33.14;9;11;2.63;0.72;1;0;4.0;0
574;38;Quito;Minorista;844;55;0;0.0;26.93;64;15;1.18;0.39;0;2;2.8;1
575;58;Cuenca;Minorista;519;49;1;31.82;27.01;89;11;1.87;0.41;1;1;4.3;1
576;44;Loja;Minorista;202;30;0;0.0;8.77;88;7;0.91;0.39;0;1;3.6;1
577;55;Manta;Minorista;729;64;3;46.45;16.05;84;11;3.55;0.22;1;1;4.4;0
578;38;Cuenca;Mayorista;1331;130;8;783.21;86.65;8;11;1.2;0.94;0;1;4.8;0
579;35;Ambato;Minorista;862;51;0;0.0;32.69;82;15;3.74;0.85;0;0;4.1;1
580;60;Manta;Minorista;466;44;3;62.11;25.24;52;9;3.19;0.09;0;1;3.6;0
581;67;Loja;Minorista;1493;140;4;36.82;9.11;50;11;1.36;0.89;0;0;4.5;0
582;62;Loja;Minorista;986;88;2;26.14;15.09;55;10;2.68;0.2;0;1;4.8;1
583;67;Guayaquil;Minorista;786;70;8;233.55;27.34;8;12;3.48;0.48;0;1;3.8;0
584;47;Guayaquil;Minorista;1315;91;0;0.0;30.57;66;15;1.72;0.32;1;0;4.7;1
585;53;Ambato;Minorista;183;18;7;171.01;24.6;5;12;3.37;0.09;0;0;4.7;0
586;57;Manta;Minorista;1466;212;7;78.76;11.42;15;7;3.59;0.1;1;0;4.1;0
587;31;Ambato;Minorista;133;8;0;0.0;15.55;83;18;0.25;0.06;0;0;4.4;1
588;30;Manta;Minorista;1359;84;3;98.25;28.2;32;15;3.34;0.54;1;0;4.5;0
589;28;Quito;Minorista;1190;86;3;39.75;12.39;59;14;4.44;0.13;0;0;5.0;0
590;42;Cuenca;Minorista;913;109;5;56.12;11.47;65;8;5.75;0.67;0;2;3.8;0
591;32;Cuenca;Minorista;485;35;2;66.52;29.27;57;14;2.94;0.65;0;0;4.1;1
592;65;Cuenca;Minorista;791;56;0;0.0;28.24;71;15;2.72;0.29;1;0;4.7;1
593;57;Guayaquil;Minorista;1264;111;8;108.21;13.92;21;12;5.15;0.65;1;0;4.1;0
594;50;Loja;Minorista;1197;84;3;47.42;16.6;77;14;3.96;0.24;0;0;4.5;0
595;35;Loja;Minorista;254;81;10;167.34;17.57;59;3;3.55;0.41;1;0;4.4;0
596;21;Guayaquil;Minorista;54;4;13;117.87;8.97;4;6;1.17;0.91;1;0;4.7;0
597;31;Quito;Mayorista;1371;132;7;1060.6;133.74;43;10;2.33;0.49;0;1;3.5;0
598;57;Ambato;Mayorista;1288;144;1;75.0;87.76;55;9;0.73;0.97;1;0;4.9;0
599;21;Manta;Minorista;668;36;1;24.07;22.68;64;15;3.67;0.39;1;0;5.0;1
600;43;Ambato;Mayorista;1070;281;4;561.24;158.72;77;4;0.57;0.4;1;1;3.6;0
601;52;Guayaquil;Minorista;1226;76;2;35.36;19.01;9;16;0.38;0.78;0;1;3.8;0
602;64;Ambato;Minorista;264;21;6;44.84;9.33;15;17;3.45;0.12;0;0;4.1;0
603;55;Ambato;Minorista;425;55;2;66.88;30.19;67;7;3.1;0.6;1;0;4.1;1
604;30;Manta;Minorista;58;5;2;55.97;32.33;54;11;1.3;0.62;1;1;3.9;1
605;19;Ambato;Minorista;705;47;2;19.67;12.06;80;16;3.09;0.88;0;0;4.9;1
606;36;Manta;Mayorista;1346;97;1;164.88;150.9;73;13;1.4;0.21;0;0;4.8;1
607;49;Guayaquil;Minorista;497;164;20;251.46;11.7;35;3;0.97;0.91;0;0;4.4;0
608;33;Ambato;Minorista;1488;169;0;0.0;27.86;84;9;2.25;0.06;1;0;4.2;1
609;41;Loja;Minorista;952;77;7;121.37;18.84;13;12;0.44;0.8;1;0;4.5;0
610;20;Manta;Minorista;445;27;5;124.49;28.12;52;15;0.63;0.79;0;1;4.6;0
611;35;Manta;Minorista;885;93;7;270.38;33.44;12;10;1.72;0.1;0;0;4.4;0
612;49;Ambato;Minorista;1065;102;4;61.07;17.08;51;11;5.84;0.63;1;0;4.1;0
613;64;Guayaquil;Minorista;792;90;0;0.0;27.78;87;9;0.7;0.83;1;0;4.6;0
614;59;Ambato;Minorista;1146;62;2;23.2;13.77;60;18;3.84;0.95;0;1;4.5;1
615;39;Guayaquil;Minorista;1130;49;3;94.43;32.66;6;20;1.53;0.75;0;0;4.3;0
616;21;Loja;Minorista;484;43;3;80.28;24.92;66;11;2.85;0.02;1;0;4.3;0
617;36;Loja;Minorista;95;15;11;409.2;34.71;16;8;3.01;0.98;1;0;4.8;0
618;19;Manta;Minorista;515;56;1;9.31;9.72;86;9;2.55;0.29;1;0;4.7;1
619;68;Quito;Minorista;295;22;2;30.03;16.67;70;13;2.23;0.53;0;0;4.5;1
620;51;Cuenca;Minorista;611;38;1;20.89;20.96;53;19;2.79;0.09;1;0;4.5;1
621;36;Loja;Minorista;1371;227;1;15.41;14.49;68;6;3.18;0.91;0;0;4.3;0
622;27;Loja;Minorista;1369;154;0;0.0;13.6;82;9;3.87;0.29;1;0;4.0;1
623;49;Cuenca;Minorista;931;80;0;0.0;12.7;81;11;1.92;0.02;1;1;4.1;1
624;64;Loja;Minorista;297;34;4;44.64;12.4;54;9;1.3;0.58;0;0;4.3;0
625;39;Guayaquil;Minorista;792;132;7;75.22;11.0;21;6;2.87;0.25;1;1;4.2;0
626;67;Loja;Minorista;1237;154;3;74.98;26.48;54;8;2.17;0.39;0;2;3.5;0
627;69;Manta;Minorista;1473;90;2;29.79;16.85;40;16;2.26;0.5;0;1;3.5;1
628;65;Manta;Minorista;1286;70;3;54.69;21.36;78;17;2.88;0.16;1;0;4.8;0
629;26;Manta;Minorista;382;39;8;217.49;23.87;7;9;3.47;0.44;1;1;3.2;0
630;53;Cuenca;Minorista;121;24;13;467.54;30.42;12;5;1.33;0.02;1;0;4.8;0
631;39;Quito;Mayorista;1058;259;15;2824.4;178.31;31;4;4.01;0.86;0;0;4.8;0
632;44;Cuenca;Minorista;599;59;2;47.29;26.8;89;10;1.64;0.83;1;1;4.0;1
633;57;Quito;Minorista;1412;200;6;199.34;33.41;42;7;4.27;0.46;0;0;4.7;0
634;51;Cuenca;Minorista;850;66;8;229.18;30.5;12;13;2.41;0.53;0;1;4.4;0
635;69;Guayaquil;Minorista;621;24;1;22.43;20.85;38;16;2.4;0.61;1;0;4.0;1
636;44;Guayaquil;Mayorista;949;180;17;1739.5;98.88;18;5;4.77;0.7;0;0;4.8;0
637;68;Cuenca;Mayorista;267;90;22;1536.67;67.74;19;3;3.16;0.36;0;2;3.6;0
638;43;Loja;Minorista;43;1;5;80.37;19.45;7;14;2.51;0.34;1;0;4.5;0
639;40;Guayaquil;Minorista;760;65;0;0.0;20.78;80;13;4.17;0.91;1;0;4.2;1
640;22;Ambato;Minorista;618;57;2;39.41;23.87;54;10;2.12;0.02;0;0;3.9;1
641;32;Manta;Minorista;1371;275;10;264.13;31.18;44;5;4.67;0.79;0;1;4.2;0
642;32;Quito;Minorista;726;62;5;100.18;16.91;16;12;2.17;0.8;0;1;4.2;0
643;44;Quito;Minorista;1228;131;10;246.03;22.11;12;9;3.91;0.16;0;0;4.6;0
644;32;Guayaquil;Minorista;705;68;3;69.33;28.63;71;11;2.61;0.94;1;0;4.5;0
645;69;Loja;Minorista;703;59;11;387.31;33.03;7;12;3.77;0.69;1;0;4.8;0
646;34;Quito;Minorista;370;30;3;73.97;26.58;71;12;2.4;0.85;0;0;4.8;0
647;38;Quito;Minorista;578;24;8;222.29;26.36;8;16;2.15;0.91;0;0;5.0;0
648;59;Loja;Minorista;460;112;7;166.9;20.71;53;4;4.59;0.8;0;0;4.8;0
649;53;Ambato;Minorista;579;43;3;82.04;32.69;23;14;2.23;0.65;0;0;4.5;0
650;59;Manta;Minorista;604;45;1;22.92;19.32;53;12;3.74;0.29;0;2;3.8;1
651;58;Loja;Minorista;761;144;15;476.03;34.98;4;5;1.45;0.33;1;0;4.5;0
652;36;Manta;Minorista;160;13;4;101.68;29.73;49;11;3.3;0.54;0;1;4.2;0
653;21;Quito;Minorista;1098;92;3;45.33;18.87;37;13;1.78;0.5;1;1;3.1;0
654;32;Ambato;Minorista;134;13;6;98.25;16.89;47;7;3.56;0.39;1;1;4.1;0
655;32;Loja;Mayorista;715;95;10;1067.57;93.24;18;7;2.18;0.28;0;0;4.7;0
656;55;Cuenca;Mayorista;1181;239;15;2355.12;166.45;15;5;1.01;0.55;0;0;3.8;0
657;51;Guayaquil;Minorista;1173;145;7;238.22;28.74;60;8;1.23;0.5;1;0;5.0;0
658;43;Manta;Minorista;1162;389;23;205.95;8.96;19;3;4.89;0.71;0;0;5.0;0
659;35;Manta;Minorista;75;7;0;0.0;11.88;67;23;1.98;0.53;0;4;2.2;1
660;39;Manta;Minorista;1011;60;0;0.0;8.66;44;18;1.15;0.35;1;0;3.6;1
661;50;Quito;Minorista;1267;98;0;0.0;27.54;64;13;2.51;0.29;1;1;4.5;1
662;61;Quito;Minorista;315;21;3;39.01;13.8;49;16;1.5;0.74;1;0;4.3;0
663;37;Cuenca;Minorista;870;80;4;93.59;24.18;43;11;1.52;0.43;1;1;4.5;0
664;22;Quito;Minorista;608;44;4;47.93;13.31;44;14;2.01;0.33;0;0;4.7;0
665;56;Guayaquil;Mayorista;588;83;9;649.87;75.26;31;7;3.22;0.17;0;1;4.0;0
666;23;Guayaquil;Minorista;850;90;4;108.03;28.87;46;9;3.78;0.57;1;0;4.0;0
667;59;Ambato;Minorista;448;40;3;57.13;19.81;58;11;1.64;0.14;0;0;4.7;0
668;61;Manta;Mayorista;1285;316;3;466.44;160.96;72;4;2.2;0.4;0;0;4.4;0
669;61;Ambato;Mayorista;318;78;12;1115.04;88.42;36;4;0.19;0.3;1;0;4.4;0
670;28;Manta;Minorista;1341;90;0;0.0;17.26;53;14;2.61;0.94;0;0;5.0;0
671;30;Ambato;Minorista;402;31;5;83.6;14.53;41;14;2.78;0.02;1;0;4.6;0
672;49;Ambato;Mayorista;690;98;9;614.7;63.48;13;7;1.22;0.21;0;0;4.5;0
673;63;Ambato;Minorista;774;153;13;116.95;8.34;26;5;3.7;0.42;0;0;4.9;0
674;30;Quito;Minorista;716;36;2;32.04;18.09;47;17;0.82;0.03;1;0;5.0;1
675;61;Guayaquil;Minorista;405;32;2;32.49;18.68;15;15;2.03;0.85;1;0;4.3;0
676;31;Ambato;Minorista;702;91;10;296.09;28.4;4;8;4.25;0.63;0;0;5.0;0
677;67;Cuenca;Minorista;1311;120;2;47.33;23.41;61;11;4.0;0.04;0;0;5.0;1
678;40;Manta;Minorista;683;56;7;190.15;26.03;6;12;1.66;0.89;1;0;4.6;0
679;61;Loja;Minorista;492;29;3;89.29;33.13;45;15;3.05;0.58;1;0;4.7;0
680;55;Quito;Minorista;322;28;0;0.0;29.19;87;9;4.18;0.95;0;0;5.0;1
681;38;Cuenca;Minorista;1190;99;0;0.0;15.42;87;13;1.37;0.43;0;1;3.6;1
682;62;Quito;Minorista;904;57;2;36.92;22.94;74;17;1.38;0.94;1;0;5.0;1
683;52;Quito;Minorista;720;60;4;59.39;12.47;28;14;0.24;0.11;1;0;4.8;0
684;23;Manta;Mayorista;1070;121;3;370.76;119.78;73;8;1.45;0.08;0;1;3.4;0
685;23;Quito;Minorista;728;51;5;55.98;11.05;23;17;3.27;0.1;0;0;4.1;0
686;24;Cuenca;Minorista;141;2;3;44.84;14.59;26;12;2.52;0.39;1;1;3.8;0
687;27;Guayaquil;Mayorista;955;182;10;1338.88;111.88;67;5;0.33;0.93;1;0;4.5;0
688;32;Guayaquil;Minorista;110;12;5;61.38;13.94;23;11;1.87;0.5;0;1;4.5;0
689;61;Loja;Minorista;1048;112;2;55.31;27.4;86;10;3.06;0.05;0;0;4.3;1
690;67;Loja;Minorista;1280;422;30;851.95;24.88;5;3;2.04;0.1;1;1;4.0;0
691;42;Guayaquil;Minorista;1110;59;2;74.19;33.12;28;16;1.18;0.43;0;2;2.7;1
692;18;Guayaquil;Mayorista;885;59;5;567.48;126.07;8;15;0.88;0.88;1;0;3.7;0
693;30;Quito;Minorista;1320;62;2;33.88;15.25;55;19;4.51;0.55;1;0;4.3;1
694;57;Guayaquil;Minorista;1113;81;2;47.7;21.81;74;16;0.38;0.41;0;1;3.6;1
695;59;Loja;Minorista;265;18;1;34.57;33.18;68;16;2.44;0.66;0;0;4.1;1
696;52;Guayaquil;Minorista;122;14;0;0.0;15.32;72;9;3.33;0.03;0;0;4.3;1
697;37;Manta;Minorista;32;7;1;18.87;19.59;48;21;2.52;0.11;0;1;4.0;1
698;69;Guayaquil;Minorista;551;34;4;123.31;30.37;27;17;2.52;0.41;0;0;4.0;0
699;31;Cuenca;Minorista;747;39;1;25.7;22.98;19;19;1.72;0.0;0;0;4.7;0
700;36;Loja;Minorista;867;289;17;304.57;15.87;33;3;2.61;0.52;1;0;3.3;0
701;58;Quito;Minorista;438;62;7;162.91;24.88;28;7;2.97;0.13;1;0;4.9;0
702;39;Cuenca;Minorista;1465;95;1;11.89;13.1;60;16;4.01;0.4;0;0;4.6;1
703;46;Guayaquil;Minorista;460;36;4;45.16;11.5;38;14;1.78;0.51;0;0;4.7;0
704;36;Loja;Minorista;552;64;8;119.35;13.93;14;9;1.57;0.08;1;0;4.8;0
705;53;Manta;Minorista;1301;113;3;86.97;30.15;62;12;4.26;0.22;0;1;3.4;1
706;22;Ambato;Minorista;355;16;2;28.06;14.98;31;20;2.45;0.88;0;0;5.0;0
707;54;Cuenca;Mayorista;323;49;4;593.81;156.6;42;8;2.65;0.65;0;0;4.5;0
708;22;Loja;Minorista;1272;58;3;96.6;29.86;38;21;2.1;0.72;0;0;5.0;0
709;46;Ambato;Mayorista;1497;104;3;241.06;67.0;59;14;3.23;0.75;0;0;3.9;0
710;28;Guayaquil;Mayorista;247;85;19;2762.75;144.64;28;3;1.02;0.74;1;0;4.6;0
711;36;Quito;Mayorista;54;16;16;2798.85;156.67;60;3;3.15;0.58;1;0;4.5;0
712;29;Cuenca;Minorista;1096;63;1;7.66;8.32;63;18;0.25;0.53;1;2;4.0;1
713;67;Manta;Minorista;996;79;0;0.0;15.73;87;12;1.6;0.54;1;0;4.7;1
714;34;Quito;Minorista;956;237;14;137.64;9.47;21;4;2.81;0.05;0;0;4.3;0
715;46;Ambato;Minorista;298;62;18;424.49;22.83;6;5;2.54;0.4;1;0;4.2;0
716;22;Manta;Minorista;751;61;3;43.69;15.85;57;12;3.76;0.23;1;0;4.1;0
717;65;Ambato;Minorista;907;46;1;10.94;9.2;48;18;0.29;0.72;0;0;4.6;1
718;39;Quito;Minorista;1203;90;0;0.0;26.18;60;12;2.77;0.45;1;0;4.3;1
719;21;Cuenca;Mayorista;550;59;0;0.0;115.8;69;10;2.73;0.88;0;0;5.0;1
720;24;Guayaquil;Minorista;1118;67;2;45.13;26.12;47;16;5.22;0.3;0;0;4.5;1
721;23;Guayaquil;Minorista;1273;152;10;124.7;10.57;39;9;1.67;0.98;0;0;4.2;0
722;67;Loja;Mayorista;643;103;8;822.89;123.88;43;6;3.61;0.19;1;0;5.0;0
723;51;Loja;Minorista;494;50;9;195.22;26.14;13;9;2.68;0.46;1;1;4.5;0
724;69;Ambato;Mayorista;522;170;17;2022.41;112.9;33;3;1.0;0.35;0;1;4.1;0
725;22;Loja;Minorista;1268;200;5;127.77;30.32;76;6;4.08;0.5;0;2;2.9;1
726;47;Ambato;Mayorista;777;96;5;548.95;118.75;40;8;3.28;0.35;1;1;3.6;0
727;27;Loja;Minorista;768;80;8;79.14;9.85;6;9;1.13;0.46;1;1;4.2;0
728;34;Quito;Minorista;899;96;4;61.93;17.26;21;9;2.19;0.77;0;0;4.5;0
729;56;Manta;Mayorista;1114;98;4;641.31;148.47;4;11;2.46;0.25;1;0;4.1;0
730;43;Manta;Minorista;662;40;4;96.71;20.71;47;16;3.85;0.8;1;1;3.2;0
731;62;Ambato;Minorista;1029;74;1;17.3;15.44;79;13;2.2;0.92;1;0;4.5;1
732;34;Guayaquil;Minorista;325;28;7;83.76;12.38;6;10;2.91;0.51;1;0;3.7;0
733;27;Cuenca;Minorista;146;16;4;123.16;30.07;53;11;1.13;0.26;0;0;4.1;0
734;59;Ambato;Minorista;73;9;0;0.0;20.29;83;12;1.18;0.4;1;0;4.4;1
735;61;Manta;Minorista;443;61;6;158.53;32.69;23;9;2.73;0.96;1;0;4.2;0
736;43;Cuenca;Minorista;270;55;7;209.68;30.86;47;5;0.67;0.74;0;0;4.6;0
737;64;Cuenca;Minorista;446;30;6;240.59;34.08;11;12;3.56;0.87;1;0;4.6;0
738;55;Cuenca;Minorista;669;66;5;62.74;13.81;6;10;3.14;0.77;0;0;4.2;0
739;65;Manta;Minorista;802;86;4;45.35;11.53;88;9;4.33;0.27;0;0;4.8;0
740;35;Quito;Minorista;244;28;6;121.63;25.22;3;15;1.14;0.69;1;0;4.9;0
741;30;Quito;Minorista;1252;101;9;114.26;13.98;2;13;2.44;0.24;0;0;4.7;0
742;26;Ambato;Minorista;1172;100;4;103.0;28.4;6;12;4.08;0.27;0;0;4.5;0
743;36;Manta;Minorista;356;7;0;0.0;10.58;81;20;2.39;0.65;1;0;4.4;1
744;62;Guayaquil;Mayorista;1318;201;13;2082.68;172.08;1;7;2.04;0.78;1;0;4.3;0
745;31;Quito;Mayorista;246;21;4;574.29;159.39;7;12;2.6;0.78;1;2;2.8;0
746;32;Loja;Mayorista;637;94;11;2351.42;179.33;16;7;2.73;0.4;0;0;4.9;0
747;32;Cuenca;Minorista;1156;90;4;124.59;27.7;22;14;3.03;0.86;1;0;4.7;0
748;18;Ambato;Minorista;1426;93;4;91.45;21.6;57;15;3.79;0.48;1;0;4.6;0
749;62;Manta;Minorista;995;192;18;142.21;8.14;6;5;3.65;0.2;0;0;4.2;0
750;36;Manta;Minorista;963;71;0;0.0;21.4;77;14;3.37;0.57;1;0;4.8;1
751;39;Cuenca;Mayorista;354;34;8;603.08;82.08;13;9;2.68;0.72;1;2;2.9;0
752;58;Cuenca;Minorista;106;5;3;36.89;12.02;78;13;2.27;0.84;1;0;4.8;0
753;37;Quito;Mayorista;1021;112;5;353.09;77.98;38;9;4.45;0.95;1;0;3.8;0
754;38;Loja;Minorista;1166;124;6;88.67;14.33;58;10;4.13;0.78;1;1;4.4;0
755;35;Guayaquil;Minorista;1204;111;4;129.56;30.25;30;11;2.75;0.2;1;0;4.0;0
756;32;Guayaquil;Minorista;341;16;2;42.54;20.7;28;15;2.57;0.35;1;0;4.8;0
757;37;Cuenca;Mayorista;231;28;4;226.88;60.02;52;10;2.98;0.74;1;0;4.3;0
758;28;Cuenca;Minorista;968;77;5;88.64;18.52;35;13;1.38;0.58;0;0;4.6;0
759;56;Cuenca;Mayorista;942;139;12;986.6;98.84;32;7;2.21;0.58;0;0;4.4;0
760;34;Guayaquil;Minorista;43;1;1;24.46;28.05;55;12;2.72;0.93;1;0;4.6;1
761;34;Loja;Mayorista;1136;117;3;289.67;118.79;75;10;4.43;0.62;1;0;4.4;0
762;47;Loja;Mayorista;423;67;13;2306.52;167.14;13;6;2.86;0.34;0;0;4.8;0
763;37;Quito;Mayorista;1339;196;0;0.0;126.98;81;7;1.9;0.62;1;0;4.5;0
764;33;Manta;Minorista;1130;107;6;131.82;22.17;20;11;4.29;0.53;0;0;4.4;0
765;35;Quito;Minorista;212;37;0;0.0;31.69;79;6;2.15;0.9;0;2;3.2;1
766;44;Cuenca;Minorista;292;39;5;151.7;27.41;79;9;2.17;0.62;1;1;4.0;0
767;57;Cuenca;Minorista;1092;103;0;0.0;16.17;73;10;1.83;0.53;0;0;4.1;1
768;69;Quito;Minorista;52;1;4;83.79;20.49;33;14;0.85;0.67;1;0;4.8;0
769;49;Guayaquil;Mayorista;306;36;4;261.92;61.87;56;8;2.24;0.43;1;0;4.2;0
770;53;Manta;Minorista;1033;55;3;44.75;16.3;88;20;1.74;0.89;1;0;4.4;0
771;42;Quito;Minorista;1361;89;3;64.67;21.23;15;15;1.59;0.26;1;0;5.0;0
772;29;Manta;Minorista;589;36;2;36.2;19.3;49;15;1.27;0.52;0;0;4.4;1
773;30;Quito;Mayorista;227;19;5;737.53;135.2;15;11;4.3;0.68;0;0;4.7;0
774;56;Guayaquil;Minorista;848;78;6;78.16;16.13;21;10;2.19;0.93;0;1;4.1;0
775;40;Ambato;Minorista;656;54;0;0.0;13.54;51;14;1.93;0.17;1;0;5.0;1
776;64;Cuenca;Minorista;101;2;5;56.06;10.46;29;12;4.67;0.79;0;0;4.7;0
777;37;Cuenca;Minorista;209;3;5;131.32;23.68;47;17;2.35;0.33;0;0;4.0;0
778;48;Manta;Minorista;841;111;6;176.83;34.11;25;8;3.29;0.01;1;1;3.9;0
779;60;Loja;Mayorista;622;62;4;398.29;107.75;45;11;1.8;0.45;1;0;4.8;0
780;58;Quito;Minorista;696;46;1;28.72;30.41;49;15;0.19;0.37;0;1;3.4;1
781;50;Guayaquil;Minorista;246;33;6;178.21;25.75;30;8;2.71;0.58;1;0;4.3;0
782;24;Loja;Minorista;300;31;0;0.0;9.26;82;11;1.26;0.3;0;1;4.7;1
783;57;Manta;Minorista;821;163;11;192.96;14.84;33;5;0.88;0.03;1;1;3.8;0
784;69;Cuenca;Minorista;1199;83;7;97.05;17.01;24;15;1.63;0.74;0;0;3.9;0
785;53;Manta;Minorista;861;31;0;0.0;30.17;65;24;2.88;0.07;1;0;4.3;1
786;24;Ambato;Mayorista;507;60;7;920.08;164.12;35;8;3.89;0.37;1;1;3.8;0
787;50;Ambato;Minorista;35;13;32;270.79;9.43;3;3;3.95;0.8;1;1;4.2;0
788;38;Cuenca;Minorista;44;2;0;0.0;16.36;85;10;2.48;0.81;0;0;3.8;1
789;69;Loja;Minorista;1279;115;9;168.29;15.74;24;12;1.12;0.61;0;0;4.7;0
790;35;Cuenca;Minorista;69;15;13;362.73;33.66;20;5;1.4;0.55;1;0;4.3;0
791;32;Quito;Minorista;961;161;12;149.05;13.54;38;6;2.33;0.35;0;1;3.9;0
792;62;Manta;Mayorista;365;49;12;1826.34;139.2;34;7;1.06;0.14;0;1;3.2;0
793;49;Ambato;Mayorista;1315;446;15;2612.39;147.47;46;3;2.49;0.83;0;0;4.1;0
794;46;Manta;Minorista;966;119;4;105.55;22.18;37;8;1.18;0.36;0;0;3.7;0
795;31;Quito;Minorista;591;38;2;36.27;19.76;57;16;1.67;0.05;0;2;3.3;1
796;22;Ambato;Mayorista;904;302;26;1871.6;89.58;18;3;1.86;0.61;0;0;4.3;0
797;51;Quito;Minorista;1203;156;5;167.91;31.81;60;8;3.63;0.07;0;0;3.7;0
798;26;Guayaquil;Minorista;876;62;6;158.36;23.06;56;14;2.76;0.45;0;1;4.1;0
799;38;Guayaquil;Minorista;601;47;2;68.09;30.13;60;12;3.1;0.07;0;2;3.2;1
800;63;Cuenca;Minorista;1425;137;4;37.95;9.97;39;10;0.26;0.01;0;0;4.8;0
801;55;Cuenca;Minorista;1011;83;2;29.49;16.37;9;12;3.59;0.34;0;0;4.8;0
802;63;Quito;Minorista;584;59;5;105.52;18.23;33;10;1.01;0.32;0;1;4.0;0
803;23;Manta;Minorista;609;110;4;59.53;17.04;57;6;2.5;0.68;1;0;4.3;0
804;18;Guayaquil;Minorista;1386;156;4;117.22;25.52;43;9;3.18;0.54;0;0;4.7;0
805;26;Ambato;Mayorista;66;1;0;0.0;60.78;88;7;3.41;0.57;1;1;4.0;1
806;29;Manta;Minorista;751;56;3;39.61;13.94;79;16;2.98;0.44;0;1;4.0;0
807;60;Loja;Mayorista;1374;261;7;1268.2;159.23;57;5;2.72;0.57;0;0;4.6;0
808;41;Manta;Minorista;1079;183;14;389.97;27.72;10;6;1.77;0.65;1;0;5.0;0
809;26;Quito;Minorista;627;66;2;42.86;19.8;84;9;1.53;0.57;1;0;4.7;1
810;56;Manta;Minorista;1395;120;2;53.06;29.56;45;11;2.15;0.96;1;2;3.6;1
811;49;Ambato;Minorista;761;86;9;133.93;12.48;4;9;0.93;0.1;0;1;3.8;0
812;67;Ambato;Minorista;460;40;1;28.92;32.24;50;13;3.03;0.58;0;0;4.4;1
813;31;Cuenca;Mayorista;791;105;3;261.77;79.86;74;7;1.95;0.52;0;0;4.9;0
814;40;Ambato;Mayorista;1423;278;12;1264.04;118.37;24;5;1.94;0.78;1;1;3.8;0
815;57;Ambato;Minorista;368;24;0;0.0;27.56;86;12;3.9;0.75;1;0;4.2;1
816;34;Cuenca;Minorista;1483;92;0;0.0;14.13;64;16;3.94;0.35;1;0;5.0;1
817;49;Ambato;Minorista;269;38;0;0.0;26.03;76;9;3.16;0.16;1;0;4.5;1
818;20;Cuenca;Minorista;1062;81;5;111.97;25.08;42;14;0.87;0.38;1;0;4.7;0
819;70;Loja;Minorista;1159;136;3;59.52;17.48;60;8;2.75;0.07;1;0;4.3;0
